Person 1: (21, 109), status: IMMUNE, was infected 56 time(s).
Person 430: (79, 37), status: INFECTED, was infected 56 time(s).
Person 431: (25, 90), status: IMMUNE, was infected 55 time(s).
Person 432: (0, 77), status: SUSCEPTIBLE, was infected 48 time(s).
Person 433: (15, 0), status: INFECTED, was infected 55 time(s).
Person 434: (45, 9), status: IMMUNE, was infected 58 time(s).
Person 435: (81, 90), status: SUSCEPTIBLE, was infected 50 time(s).
Person 436: (84, 35), status: SUSCEPTIBLE, was infected 60 time(s).
Person 437: (55, 106), status: IMMUNE, was infected 47 time(s).
Person 438: (71, 56), status: SUSCEPTIBLE, was infected 53 time(s).
Person 439: (46, 52), status: INFECTED, was infected 57 time(s).
Person 440: (2, 104), status: INFECTED, was infected 20 time(s).
Person 441: (70, 13), status: INFECTED, was infected 54 time(s).
Person 442: (17, 72), status: SUSCEPTIBLE, was infected 44 time(s).
Person 443: (20, 28), status: SUSCEPTIBLE, was infected 47 time(s).
Person 444: (51, 88), status: INFECTED, was infected 54 time(s).
Person 445: (105, 58), status: IMMUNE, was infected 59 time(s).
Person 446: (64, 0), status: INFECTED, was infected 70 time(s).
Person 447: (109, 59), status: IMMUNE, was infected 55 time(s).
Person 448: (9, 72), status: INFECTED, was infected 52 time(s).
Person 449: (0, 7), status: INFECTED, was infected 44 time(s).
Person 450: (64, 63), status: SUSCEPTIBLE, was infected 51 time(s).
Person 451: (19, 57), status: IMMUNE, was infected 50 time(s).
Person 452: (29, 28), status: INFECTED, was infected 60 time(s).
Person 453: (102, 55), status: IMMUNE, was infected 62 time(s).
Person 454: (109, 28), status: INFECTED, was infected 59 time(s).
Person 455: (0, 59), status: IMMUNE, was infected 55 time(s).
Person 456: (35, 25), status: SUSCEPTIBLE, was infected 55 time(s).
Person 457: (61, 84), status: IMMUNE, was infected 49 time(s).
Person 458: (56, 28), status: SUSCEPTIBLE, was infected 51 time(s).
Person 459: (33, 35), status: IMMUNE, was infected 50 time(s).
Person 460: (105, 1), status: IMMUNE, was infected 59 time(s).
Person 461: (60, 60), status: SUSCEPTIBLE, was infected 54 time(s).
Person 462: (0, 50), status: INFECTED, was infected 67 time(s).
Person 463: (109, 39), status: IMMUNE, was infected 62 time(s).
Person 464: (44, 59), status: INFECTED, was infected 49 time(s).
Person 465: (109, 47), status: IMMUNE, was infected 53 time(s).
Person 466: (72, 7), status: INFECTED, was infected 56 time(s).
Person 467: (95, 4), status: SUSCEPTIBLE, was infected 45 time(s).
Person 468: (104, 14), status: IMMUNE, was infected 42 time(s).
Person 469: (73, 97), status: SUSCEPTIBLE, was infected 49 time(s).
Person 470: (67, 78), status: INFECTED, was infected 52 time(s).
Person 471: (29, 76), status: IMMUNE, was infected 55 time(s).
Person 472: (69, 95), status: SUSCEPTIBLE, was infected 51 time(s).
Person 473: (49, 66), status: INFECTED, was infected 58 time(s).
Person 474: (83, 109), status: SUSCEPTIBLE, was infected 46 time(s).
Person 475: (101, 109), status: SUSCEPTIBLE, was infected 38 time(s).
Person 476: (1, 8), status: SUSCEPTIBLE, was infected 38 time(s).
Person 477: (91, 9), status: INFECTED, was infected 50 time(s).
Person 478: (61, 51), status: SUSCEPTIBLE, was infected 57 time(s).
Person 479: (71, 0), status: IMMUNE, was infected 58 time(s).
Person 480: (109, 102), status: IMMUNE, was infected 55 time(s).
Person 481: (9, 107), status: INFECTED, was infected 19 time(s).
Person 482: (76, 11), status: SUSCEPTIBLE, was infected 34 time(s).
Person 483: (6, 59), status: IMMUNE, was infected 43 time(s).
Person 484: (0, 48), status: IMMUNE, was infected 61 time(s).
Person 485: (104, 0), status: SUSCEPTIBLE, was infected 60 time(s).
Person 486: (95, 20), status: IMMUNE, was infected 51 time(s).
Person 487: (22, 69), status: IMMUNE, was infected 53 time(s).
Person 488: (20, 90), status: IMMUNE, was infected 49 time(s).
Person 489: (33, 50), status: IMMUNE, was infected 51 time(s).
Person 490: (102, 88), status: INFECTED, was infected 56 time(s).
Person 491: (90, 38), status: IMMUNE, was infected 49 time(s).
Person 492: (19, 21), status: INFECTED, was infected 57 time(s).
Person 493: (93, 0), status: SUSCEPTIBLE, was infected 54 time(s).
Person 494: (45, 19), status: IMMUNE, was infected 55 time(s).
Person 495: (61, 15), status: SUSCEPTIBLE, was infected 51 time(s).
Person 496: (18, 48), status: INFECTED, was infected 54 time(s).
Person 497: (92, 64), status: SUSCEPTIBLE, was infected 48 time(s).
Person 498: (0, 22), status: INFECTED, was infected 47 time(s).
Person 499: (95, 57), status: SUSCEPTIBLE, was infected 46 time(s).
Person 500: (41, 71), status: INFECTED, was infected 48 time(s).
Person 501: (36, 85), status: SUSCEPTIBLE, was infected 51 time(s).
Person 502: (10, 19), status: SUSCEPTIBLE, was infected 57 time(s).
Person 503: (106, 57), status: IMMUNE, was infected 44 time(s).
Person 504: (44, 0), status: INFECTED, was infected 58 time(s).
Person 505: (43, 94), status: SUSCEPTIBLE, was infected 48 time(s).
Person 506: (43, 33), status: INFECTED, was infected 60 time(s).
Person 507: (46, 71), status: INFECTED, was infected 44 time(s).
Person 508: (25, 69), status: INFECTED, was infected 62 time(s).
Person 509: (44, 0), status: SUSCEPTIBLE, was infected 69 time(s).
Person 510: (85, 33), status: INFECTED, was infected 48 time(s).
Person 511: (25, 75), status: SUSCEPTIBLE, was infected 55 time(s).
Person 512: (109, 21), status: INFECTED, was infected 62 time(s).
Person 513: (18, 72), status: SUSCEPTIBLE, was infected 57 time(s).
Person 514: (54, 34), status: SUSCEPTIBLE, was infected 59 time(s).
Person 515: (110, 86), status: IMMUNE, was infected 51 time(s).
Person 516: (102, 16), status: IMMUNE, was infected 53 time(s).
Person 517: (54, 107), status: IMMUNE, was infected 28 time(s).
Person 518: (109, 85), status: IMMUNE, was infected 48 time(s).
Person 519: (49, 44), status: IMMUNE, was infected 56 time(s).
Person 520: (31, 67), status: INFECTED, was infected 63 time(s).
Person 521: (37, 38), status: SUSCEPTIBLE, was infected 59 time(s).
Person 522: (26, 78), status: IMMUNE, was infected 50 time(s).
Person 523: (29, 36), status: SUSCEPTIBLE, was infected 57 time(s).
Person 524: (84, 0), status: INFECTED, was infected 65 time(s).
Person 525: (109, 40), status: SUSCEPTIBLE, was infected 63 time(s).
Person 526: (109, 1), status: INFECTED, was infected 60 time(s).
Person 527: (44, 32), status: SUSCEPTIBLE, was infected 58 time(s).
Person 528: (40, 47), status: IMMUNE, was infected 57 time(s).
Person 529: (84, 3), status: IMMUNE, was infected 51 time(s).
Person 530: (62, 109), status: INFECTED, was infected 50 time(s).
Person 531: (12, 73), status: INFECTED, was infected 49 time(s).
Person 532: (17, 19), status: IMMUNE, was infected 52 time(s).
Person 533: (31, 4), status: INFECTED, was infected 54 time(s).
Person 534: (48, 90), status: INFECTED, was infected 49 time(s).
Person 535: (45, 109), status: SUSCEPTIBLE, was infected 58 time(s).
Person 536: (67, 47), status: SUSCEPTIBLE, was infected 51 time(s).
Person 537: (30, 72), status: INFECTED, was infected 57 time(s).
Person 538: (45, 42), status: SUSCEPTIBLE, was infected 63 time(s).
Person 539: (50, 96), status: INFECTED, was infected 49 time(s).
Person 540: (15, 49), status: IMMUNE, was infected 58 time(s).
Person 541: (63, 12), status: INFECTED, was infected 37 time(s).
Person 542: (21, 72), status: INFECTED, was infected 58 time(s).
Person 543: (58, 87), status: IMMUNE, was infected 62 time(s).
Person 544: (37, 5), status: INFECTED, was infected 47 time(s).
Person 545: (58, 45), status: IMMUNE, was infected 53 time(s).
Person 546: (26, 85), status: IMMUNE, was infected 47 time(s).
Person 547: (42, 63), status: SUSCEPTIBLE, was infected 58 time(s).
Person 548: (70, 11), status: SUSCEPTIBLE, was infected 49 time(s).
Person 549: (16, 103), status: IMMUNE, was infected 44 time(s).
Person 550: (109, 78), status: SUSCEPTIBLE, was infected 60 time(s).
Person 551: (48, 74), status: IMMUNE, was infected 51 time(s).
Person 552: (1, 109), status: INFECTED, was infected 64 time(s).
Person 553: (59, 81), status: IMMUNE, was infected 48 time(s).
Person 554: (0, 56), status: SUSCEPTIBLE, was infected 57 time(s).
Person 555: (93, 0), status: INFECTED, was infected 45 time(s).
Person 556: (110, 99), status: IMMUNE, was infected 48 time(s).
Person 557: (8, 27), status: SUSCEPTIBLE, was infected 52 time(s).
Person 558: (38, 25), status: IMMUNE, was infected 46 time(s).
Person 559: (5, 107), status: SUSCEPTIBLE, was infected 18 time(s).
Person 560: (57, 7), status: IMMUNE, was infected 55 time(s).
Person 561: (11, 31), status: IMMUNE, was infected 50 time(s).
Person 562: (49, 50), status: SUSCEPTIBLE, was infected 39 time(s).
Person 563: (21, 48), status: INFECTED, was infected 53 time(s).
Person 564: (48, 31), status: IMMUNE, was infected 56 time(s).
Person 565: (18, 67), status: SUSCEPTIBLE, was infected 52 time(s).
Person 566: (53, 34), status: IMMUNE, was infected 52 time(s).
Person 567: (60, 97), status: INFECTED, was infected 46 time(s).
Person 568: (99, 5), status: SUSCEPTIBLE, was infected 54 time(s).
Person 569: (41, 48), status: IMMUNE, was infected 49 time(s).
Person 570: (109, 59), status: IMMUNE, was infected 53 time(s).
Person 571: (36, 21), status: IMMUNE, was infected 57 time(s).
Person 572: (109, 66), status: IMMUNE, was infected 59 time(s).
Person 573: (98, 75), status: IMMUNE, was infected 44 time(s).
Person 574: (13, 64), status: SUSCEPTIBLE, was infected 53 time(s).
Person 575: (25, 34), status: INFECTED, was infected 60 time(s).
Person 576: (93, 31), status: IMMUNE, was infected 54 time(s).
Person 577: (95, 78), status: SUSCEPTIBLE, was infected 53 time(s).
Person 578: (102, 72), status: IMMUNE, was infected 60 time(s).
Person 579: (86, 85), status: INFECTED, was infected 56 time(s).
Person 580: (106, 15), status: SUSCEPTIBLE, was infected 39 time(s).
Person 581: (22, 2), status: SUSCEPTIBLE, was infected 32 time(s).
Person 582: (25, 72), status: SUSCEPTIBLE, was infected 50 time(s).
Person 583: (28, 107), status: IMMUNE, was infected 35 time(s).
Person 584: (66, 38), status: SUSCEPTIBLE, was infected 53 time(s).
Person 585: (101, 49), status: SUSCEPTIBLE, was infected 51 time(s).
Person 586: (106, 12), status: SUSCEPTIBLE, was infected 43 time(s).
Person 587: (76, 57), status: SUSCEPTIBLE, was infected 55 time(s).
Person 588: (3, 90), status: SUSCEPTIBLE, was infected 42 time(s).
Person 589: (29, 62), status: IMMUNE, was infected 63 time(s).
Person 590: (2, 43), status: IMMUNE, was infected 31 time(s).
Person 591: (66, 60), status: IMMUNE, was infected 59 time(s).
Person 592: (74, 67), status: IMMUNE, was infected 58 time(s).
Person 593: (97, 65), status: INFECTED, was infected 48 time(s).
Person 594: (55, 42), status: INFECTED, was infected 45 time(s).
Person 595: (49, 11), status: SUSCEPTIBLE, was infected 52 time(s).
Person 596: (0, 73), status: IMMUNE, was infected 57 time(s).
Person 597: (81, 32), status: INFECTED, was infected 48 time(s).
Person 598: (42, 48), status: IMMUNE, was infected 59 time(s).
Person 599: (43, 80), status: IMMUNE, was infected 60 time(s).
Person 600: (5, 0), status: SUSCEPTIBLE, was infected 54 time(s).
Person 601: (109, 63), status: IMMUNE, was infected 55 time(s).
Person 602: (33, 59), status: IMMUNE, was infected 53 time(s).
Person 603: (57, 73), status: IMMUNE, was infected 48 time(s).
Person 604: (29, 67), status: SUSCEPTIBLE, was infected 50 time(s).
Person 605: (105, 62), status: INFECTED, was infected 44 time(s).
Person 606: (10, 57), status: IMMUNE, was infected 51 time(s).
Person 607: (9, 78), status: SUSCEPTIBLE, was infected 56 time(s).
Person 608: (28, 29), status: INFECTED, was infected 62 time(s).
Person 609: (24, 25), status: INFECTED, was infected 56 time(s).
Person 610: (20, 96), status: INFECTED, was infected 56 time(s).
Person 611: (0, 101), status: INFECTED, was infected 48 time(s).
Person 612: (105, 83), status: IMMUNE, was infected 58 time(s).
Person 613: (37, 109), status: IMMUNE, was infected 57 time(s).
Person 614: (81, 93), status: SUSCEPTIBLE, was infected 55 time(s).
Person 615: (8, 46), status: IMMUNE, was infected 54 time(s).
Person 616: (38, 29), status: IMMUNE, was infected 57 time(s).
Person 617: (91, 1), status: SUSCEPTIBLE, was infected 46 time(s).
Person 618: (105, 14), status: INFECTED, was infected 46 time(s).
Person 619: (80, 52), status: INFECTED, was infected 48 time(s).
Person 620: (12, 64), status: INFECTED, was infected 56 time(s).
Person 621: (22, 74), status: SUSCEPTIBLE, was infected 52 time(s).
Person 622: (27, 92), status: SUSCEPTIBLE, was infected 49 time(s).
Person 623: (31, 68), status: IMMUNE, was infected 56 time(s).
Person 624: (70, 93), status: IMMUNE, was infected 54 time(s).
Person 625: (14, 46), status: INFECTED, was infected 47 time(s).
Person 626: (109, 11), status: INFECTED, was infected 52 time(s).
Person 627: (17, 68), status: IMMUNE, was infected 57 time(s).
Person 628: (39, 99), status: SUSCEPTIBLE, was infected 61 time(s).
Person 629: (81, 43), status: SUSCEPTIBLE, was infected 50 time(s).
Person 630: (82, 7), status: SUSCEPTIBLE, was infected 57 time(s).
Person 631: (55, 63), status: SUSCEPTIBLE, was infected 47 time(s).
Person 632: (13, 91), status: INFECTED, was infected 56 time(s).
Person 633: (100, 0), status: INFECTED, was infected 54 time(s).
Person 634: (109, 108), status: SUSCEPTIBLE, was infected 54 time(s).
Person 635: (10, 99), status: INFECTED, was infected 47 time(s).
Person 636: (37, 108), status: IMMUNE, was infected 58 time(s).
Person 637: (73, 46), status: SUSCEPTIBLE, was infected 56 time(s).
Person 638: (88, 23), status: IMMUNE, was infected 55 time(s).
Person 639: (109, 66), status: IMMUNE, was infected 59 time(s).
Person 640: (25, 77), status: INFECTED, was infected 48 time(s).
Person 641: (74, 63), status: INFECTED, was infected 59 time(s).
Person 642: (92, 27), status: INFECTED, was infected 53 time(s).
Person 643: (34, 42), status: INFECTED, was infected 53 time(s).
Person 644: (18, 31), status: IMMUNE, was infected 53 time(s).
Person 645: (86, 29), status: SUSCEPTIBLE, was infected 52 time(s).
Person 646: (88, 61), status: IMMUNE, was infected 53 time(s).
Person 647: (109, 61), status: INFECTED, was infected 58 time(s).
Person 648: (40, 25), status: SUSCEPTIBLE, was infected 49 time(s).
Person 649: (34, 33), status: SUSCEPTIBLE, was infected 53 time(s).
Person 650: (94, 9), status: INFECTED, was infected 48 time(s).
Person 651: (42, 42), status: SUSCEPTIBLE, was infected 41 time(s).
Person 652: (46, 14), status: SUSCEPTIBLE, was infected 39 time(s).
Person 653: (0, 21), status: SUSCEPTIBLE, was infected 55 time(s).
Person 654: (69, 44), status: INFECTED, was infected 62 time(s).
Person 655: (73, 31), status: SUSCEPTIBLE, was infected 45 time(s).
Person 656: (81, 67), status: SUSCEPTIBLE, was infected 56 time(s).
Person 657: (73, 16), status: INFECTED, was infected 53 time(s).
Person 658: (59, 83), status: SUSCEPTIBLE, was infected 53 time(s).
Person 659: (23, 71), status: IMMUNE, was infected 52 time(s).
Person 660: (103, 109), status: SUSCEPTIBLE, was infected 35 time(s).
Person 661: (52, 17), status: INFECTED, was infected 61 time(s).
Person 662: (109, 73), status: INFECTED, was infected 49 time(s).
Person 663: (34, 11), status: IMMUNE, was infected 58 time(s).
Person 664: (43, 92), status: SUSCEPTIBLE, was infected 55 time(s).
Person 665: (0, 41), status: SUSCEPTIBLE, was infected 43 time(s).
Person 666: (15, 41), status: IMMUNE, was infected 54 time(s).
Person 667: (49, 89), status: IMMUNE, was infected 62 time(s).
Person 668: (77, 31), status: SUSCEPTIBLE, was infected 51 time(s).
Person 669: (8, 53), status: SUSCEPTIBLE, was infected 45 time(s).
Person 670: (46, 33), status: INFECTED, was infected 53 time(s).
Person 671: (109, 66), status: SUSCEPTIBLE, was infected 58 time(s).
Person 672: (45, 35), status: SUSCEPTIBLE, was infected 57 time(s).
Person 673: (55, 81), status: INFECTED, was infected 58 time(s).
Person 674: (50, 84), status: IMMUNE, was infected 44 time(s).
Person 675: (58, 78), status: IMMUNE, was infected 54 time(s).
Person 676: (86, 74), status: IMMUNE, was infected 46 time(s).
Person 677: (27, 61), status: SUSCEPTIBLE, was infected 46 time(s).
Person 678: (21, 4), status: SUSCEPTIBLE, was infected 56 time(s).
Person 679: (62, 36), status: INFECTED, was infected 54 time(s).
Person 680: (63, 0), status: IMMUNE, was infected 58 time(s).
Person 681: (66, 83), status: SUSCEPTIBLE, was infected 58 time(s).
Person 682: (34, 52), status: SUSCEPTIBLE, was infected 48 time(s).
Person 683: (10, 103), status: INFECTED, was infected 30 time(s).
Person 684: (48, 19), status: SUSCEPTIBLE, was infected 56 time(s).
Person 685: (1, 74), status: IMMUNE, was infected 46 time(s).
Person 686: (59, 32), status: SUSCEPTIBLE, was infected 54 time(s).
Person 687: (63, 63), status: IMMUNE, was infected 54 time(s).
Person 688: (1, 109), status: IMMUNE, was infected 59 time(s).
Person 689: (27, 0), status: IMMUNE, was infected 54 time(s).
Person 690: (53, 62), status: INFECTED, was infected 53 time(s).
